target,stance,stance_type,comment_id,comment_date
Fossil fuels,AGAINST,EXPLICIT,263890729,2011-07-25 21:26:04
Scientists,AGAINST,IMPLICIT,263890729,2011-07-25 21:26:04
Barack Obama,AGAINST,EXPLICIT,261283705,2011-07-22 21:34:42
Climate change is (real | a problem),AGAINST,IMPLICIT,316253696,2011-09-20 23:41:44
Scientists,AGAINST,IMPLICIT,316253696,2011-09-20 23:41:44
The government,AGAINST,EXPLICIT,278774655,2011-08-05 21:34:14
America / USA,AGAINST,EXPLICIT,278774655,2011-08-05 21:34:14
Politicians,AGAINST,EXPLICIT,278774655,2011-08-05 21:34:14
Healthcare,AGAINST,EXPLICIT,278774655,2011-08-05 21:34:14
The government,AGAINST,EXPLICIT,280724754,2011-08-08 21:10:19
Politicians,AGAINST,EXPLICIT,280724754,2011-08-08 21:10:19
Democrats,AGAINST,EXPLICIT,280724754,2011-08-08 21:10:19
Conservatives,AGAINST,EXPLICIT,280724754,2011-08-08 21:10:19
Republicans (GOP),AGAINST,EXPLICIT,280724754,2011-08-08 21:10:19
The government,AGAINST,EXPLICIT,306595669,2011-09-10 12:30:55
Taxes are (good | fair),AGAINST,EXPLICIT,306595669,2011-09-10 12:30:55
The government,AGAINST,EXPLICIT,400376659,2012-01-04 14:46:39
Healthcare,AGAINST,EXPLICIT,400376659,2012-01-04 14:46:39
Social welfare,FAVOR,EXPLICIT,400376659,2012-01-04 14:46:39
Economy is good,AGAINST,EXPLICIT,258567124,2011-07-20 12:36:54
Republicans (GOP),AGAINST,EXPLICIT,258567124,2011-07-20 12:36:54
America / USA,FAVOR,EXPLICIT,303889344,2011-09-07 00:32:10
Fossil fuels,AGAINST,EXPLICIT,303889344,2011-09-07 00:32:10
Islam,AGAINST,EXPLICIT,303889344,2011-09-07 00:32:10
Muslims,AGAINST,EXPLICIT,303889344,2011-09-07 00:32:10
Democrats,FAVOR,EXPLICIT,270344469,2011-07-31 11:20:15
Republicans (GOP),AGAINST,EXPLICIT,270344469,2011-07-31 11:20:15
The government,AGAINST,EXPLICIT,262888908,2011-07-24 18:01:43
America / USA,FAVOR,EXPLICIT,262888908,2011-07-24 18:01:43
Politicians,AGAINST,EXPLICIT,262888908,2011-07-24 18:01:43
Economy is good,FAVOR,EXPLICIT,262888908,2011-07-24 18:01:43
Taxes are (good | fair),FAVOR,EXPLICIT,262888908,2011-07-24 18:01:43
Capitalism,FAVOR,EXPLICIT,262888908,2011-07-24 18:01:43
Jobs are (available | good),FAVOR,EXPLICIT,262888908,2011-07-24 18:01:43
Food,FAVOR,EXPLICIT,286720987,2011-08-15 01:25:52
The government,AGAINST,EXPLICIT,267928359,2011-07-28 18:54:21
China,AGAINST,EXPLICIT,267928359,2011-07-28 18:54:21
Politicians,AGAINST,EXPLICIT,267928359,2011-07-28 18:54:21
Economy is good,AGAINST,EXPLICIT,267928359,2011-07-28 18:54:21
Climate change is (real | a problem),AGAINST,EXPLICIT,258909924,2011-07-20 18:04:43
Scientists,AGAINST,IMPLICIT,258909924,2011-07-20 18:04:43
Conservatives,AGAINST,IMPLICIT,280641919,2011-08-08 19:31:44
Republicans (GOP),AGAINST,IMPLICIT,280641919,2011-08-08 19:31:44
The government,AGAINST,EXPLICIT,260783876,2011-07-22 13:13:36
America / USA,FAVOR,EXPLICIT,260783876,2011-07-22 13:13:36
Scientists,FAVOR,EXPLICIT,260783876,2011-07-22 13:13:36
Journalists,AGAINST,EXPLICIT,353737840,2011-11-02 13:51:35
The government,FAVOR,EXPLICIT,353737840,2011-11-02 13:51:35
Conservatives,FAVOR,EXPLICIT,353737840,2011-11-02 13:51:35
Taxes are (good | fair),AGAINST,EXPLICIT,353737840,2011-11-02 13:51:35
Media,AGAINST,EXPLICIT,353737840,2011-11-02 13:51:35
Capitalism,AGAINST,EXPLICIT,353737840,2011-11-02 13:51:35
Republicans (GOP),FAVOR,EXPLICIT,353737840,2011-11-02 13:51:35
The government,AGAINST,EXPLICIT,396459647,2011-12-29 14:03:00
Vegetarians / Vegans,AGAINST,EXPLICIT,561049962,2012-06-18 14:59:47
Food,FAVOR,EXPLICIT,561049962,2012-06-18 14:59:47
The government,AGAINST,EXPLICIT,257311290,2011-07-19 15:32:32
America / USA,AGAINST,EXPLICIT,257311290,2011-07-19 15:32:32
Politicians,AGAINST,EXPLICIT,257311290,2011-07-19 15:32:32
Social welfare,AGAINST,EXPLICIT,257311290,2011-07-19 15:32:32
Economy is good,AGAINST,EXPLICIT,257311290,2011-07-19 15:32:32
The government,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
America / USA,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Politicians,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Social welfare,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Elites,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Economy is good,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Food,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Taxes are (good | fair),AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Healthcare,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Capitalism,AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Jobs are (available | good),AGAINST,EXPLICIT,361150626,2011-11-11 16:26:56
Abortion,AGAINST,EXPLICIT,317180051,2011-09-22 04:25:18
The government,AGAINST,EXPLICIT,361483895,2011-11-12 00:54:22
The government,AGAINST,EXPLICIT,536880507,2012-05-23 20:57:31
Conservatives,FAVOR,IMPLICIT,536880507,2012-05-23 20:57:31
Republicans (GOP),FAVOR,IMPLICIT,536880507,2012-05-23 20:57:31
Abortion,FAVOR,EXPLICIT,536880507,2012-05-23 20:57:31
Healthcare,AGAINST,EXPLICIT,564415373,2012-06-22 12:19:04
Feminism,FAVOR,EXPLICIT,557086352,2012-06-14 11:40:05
Gay / LGTBQ+,FAVOR,EXPLICIT,557086352,2012-06-14 11:40:05
Conservatives,AGAINST,IMPLICIT,557086352,2012-06-14 11:40:05
Diversity,FAVOR,EXPLICIT,557086352,2012-06-14 11:40:05
The government,FAVOR,EXPLICIT,324597650,2011-10-01 20:10:24
America / USA,FAVOR,EXPLICIT,324597650,2011-10-01 20:10:24
Christians,FAVOR,EXPLICIT,279158238,2011-08-06 12:21:36
Social welfare,FAVOR,EXPLICIT,279158238,2011-08-06 12:21:36
Christianity,FAVOR,EXPLICIT,279158238,2011-08-06 12:21:36
Conservatives,AGAINST,EXPLICIT,279158238,2011-08-06 12:21:36
Republicans (GOP),AGAINST,EXPLICIT,279158238,2011-08-06 12:21:36
Food,FAVOR,EXPLICIT,520969722,2012-05-06 15:31:28
The government,AGAINST,EXPLICIT,361081094,2011-11-11 14:27:38
Elites,AGAINST,IMPLICIT,361081094,2011-11-11 14:27:38
Food,AGAINST,EXPLICIT,361081094,2011-11-11 14:27:38
Capitalism,AGAINST,IMPLICIT,361081094,2011-11-11 14:27:38
The government,AGAINST,EXPLICIT,352266872,2011-10-31 21:14:34
Taxes are (good | fair),AGAINST,EXPLICIT,352266872,2011-10-31 21:14:34
Elites,AGAINST,IMPLICIT,320090700,2011-09-26 11:11:48
Fascism / Nazism,AGAINST,EXPLICIT,320090700,2011-09-26 11:11:48
Capitalism,AGAINST,IMPLICIT,320090700,2011-09-26 11:11:48
Social welfare,FAVOR,EXPLICIT,321262403,2011-09-27 23:33:53
Scientists,FAVOR,EXPLICIT,321262403,2011-09-27 23:33:53
Healthcare,FAVOR,EXPLICIT,321262403,2011-09-27 23:33:53
Liberals,AGAINST,EXPLICIT,291104716,2011-08-19 17:31:01
Politicians,AGAINST,EXPLICIT,291104716,2011-08-19 17:31:01
Democrats,AGAINST,EXPLICIT,291104716,2011-08-19 17:31:01
Journalists,AGAINST,EXPLICIT,259580926,2011-07-21 12:43:41
Liberals,AGAINST,EXPLICIT,259580926,2011-07-21 12:43:41
Progressives,AGAINST,EXPLICIT,259580926,2011-07-21 12:43:41
Democrats,AGAINST,EXPLICIT,259580926,2011-07-21 12:43:41
Media,AGAINST,EXPLICIT,259580926,2011-07-21 12:43:41
Politicians,AGAINST,EXPLICIT,550571135,2012-06-08 03:47:48
Climate change is (real | a problem),FAVOR,EXPLICIT,315196376,2011-09-19 21:02:39
Scientists,FAVOR,EXPLICIT,315196376,2011-09-19 21:02:39
Media,AGAINST,EXPLICIT,315196376,2011-09-19 21:02:39
Politicians,AGAINST,EXPLICIT,370009023,2011-11-22 12:38:43
Republicans (GOP),AGAINST,EXPLICIT,370009023,2011-11-22 12:38:43
Gay / LGTBQ+,AGAINST,IMPLICIT,557431310,2012-06-14 18:30:06
The government,AGAINST,EXPLICIT,400745468,2012-01-04 21:29:06
America / USA,FAVOR,EXPLICIT,400745468,2012-01-04 21:29:06
Social welfare,AGAINST,EXPLICIT,400745468,2012-01-04 21:29:06
Economy is good,FAVOR,EXPLICIT,400745468,2012-01-04 21:29:06
Healthcare,FAVOR,EXPLICIT,400745468,2012-01-04 21:29:06
Capitalism,FAVOR,EXPLICIT,400745468,2012-01-04 21:29:06
The government,AGAINST,EXPLICIT,257212434,2011-07-19 13:42:02
America / USA,AGAINST,EXPLICIT,257212434,2011-07-19 13:42:02
Social welfare,AGAINST,EXPLICIT,257212434,2011-07-19 13:42:02
America / USA,FAVOR,EXPLICIT,279978105,2011-08-07 22:26:10
Liberals,AGAINST,IMPLICIT,279978105,2011-08-07 22:26:10
The government,AGAINST,EXPLICIT,268735872,2011-07-29 15:28:59
Vegetarians / Vegans,AGAINST,EXPLICIT,268735872,2011-07-29 15:28:59
Capitalism,AGAINST,IMPLICIT,268735872,2011-07-29 15:28:59
The government,AGAINST,EXPLICIT,565004769,2012-06-23 01:23:43
Social welfare,AGAINST,EXPLICIT,565004769,2012-06-23 01:23:43
Healthcare,AGAINST,EXPLICIT,565004769,2012-06-23 01:23:43
The government,AGAINST,EXPLICIT,564691040,2012-06-22 17:45:44
Healthcare,AGAINST,EXPLICIT,564691040,2012-06-22 17:45:44
The government,AGAINST,EXPLICIT,579592842,2012-07-07 11:23:49
The government,AGAINST,EXPLICIT,578858398,2012-07-06 19:04:01
Politicians,AGAINST,EXPLICIT,578858398,2012-07-06 19:04:01
Democrats,AGAINST,EXPLICIT,578858398,2012-07-06 19:04:01
Economy is good,AGAINST,EXPLICIT,578858398,2012-07-06 19:04:01
Republicans (GOP),AGAINST,EXPLICIT,578858398,2012-07-06 19:04:01
Food,AGAINST,EXPLICIT,698820504,2012-11-02 18:02:11
Social welfare,FAVOR,EXPLICIT,564510517,2012-06-22 14:24:50
Healthcare,FAVOR,EXPLICIT,564510517,2012-06-22 14:24:50
Capitalism,FAVOR,EXPLICIT,564510517,2012-06-22 14:24:50
Politicians,AGAINST,EXPLICIT,709068035,2012-11-13 14:46:00
The government,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Barack Obama,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Politicians,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Elites,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Democrats,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Military,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Capitalism,AGAINST,EXPLICIT,698589228,2012-11-02 13:01:06
Food,AGAINST,EXPLICIT,699791975,2012-11-03 15:29:31
Climate change is (real | a problem),FAVOR,EXPLICIT,751947435,2012-12-31 13:19:34
Fossil fuels,AGAINST,EXPLICIT,751947435,2012-12-31 13:19:34
Scientists,FAVOR,IMPLICIT,751947435,2012-12-31 13:19:34
Food,FAVOR,EXPLICIT,734069931,2012-12-12 16:55:59
The government,AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Barack Obama,AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Gay / LGTBQ+,FAVOR,EXPLICIT,594484213,2012-07-22 03:04:10
Politicians,AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Democrats,AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Military,AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Republicans (GOP),AGAINST,EXPLICIT,594484213,2012-07-22 03:04:10
Republicans (GOP),AGAINST,EXPLICIT,593224474,2012-07-20 14:30:58
The government,AGAINST,IMPLICIT,752800422,2013-01-01 19:11:43
America / USA,AGAINST,IMPLICIT,752800422,2013-01-01 19:11:43
Politicians,AGAINST,IMPLICIT,752800422,2013-01-01 19:11:43
Economy is good,AGAINST,EXPLICIT,752800422,2013-01-01 19:11:43
Taxes are (good | fair),AGAINST,IMPLICIT,752800422,2013-01-01 19:11:43
Capitalism,AGAINST,IMPLICIT,752800422,2013-01-01 19:11:43
Republicans (GOP),AGAINST,EXPLICIT,752800422,2013-01-01 19:11:43
The government,AGAINST,IMPLICIT,592368292,2012-07-19 20:19:02
America / USA,FAVOR,IMPLICIT,592368292,2012-07-19 20:19:02
Social welfare,FAVOR,IMPLICIT,592368292,2012-07-19 20:19:02
Military,AGAINST,IMPLICIT,592368292,2012-07-19 20:19:02
Taxes are (good | fair),FAVOR,IMPLICIT,592368292,2012-07-19 20:19:02
Capitalism,AGAINST,IMPLICIT,592368292,2012-07-19 20:19:02
The government,AGAINST,EXPLICIT,593742836,2012-07-21 00:24:07
The government,AGAINST,EXPLICIT,622705167,2012-08-18 12:25:54
Politicians,AGAINST,EXPLICIT,622705167,2012-08-18 12:25:54
Elites,AGAINST,EXPLICIT,622705167,2012-08-18 12:25:54
Republicans (GOP),AGAINST,EXPLICIT,622705167,2012-08-18 12:25:54
America / USA,AGAINST,EXPLICIT,588571956,2012-07-15 14:10:30
The government,AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
America / USA,AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
Politicians,AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
Elites,AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
Democrats,AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
Republicans (GOP),AGAINST,EXPLICIT,583110505,2012-07-10 13:53:05
Crime,AGAINST,EXPLICIT,845212695,2013-03-28 17:35:29
Food,FAVOR,EXPLICIT,608802309,2012-08-03 13:38:45
The government,AGAINST,EXPLICIT,731124674,2012-12-08 17:01:03
Politicians,AGAINST,EXPLICIT,731124674,2012-12-08 17:01:03
Taxes are (good | fair),AGAINST,EXPLICIT,731124674,2012-12-08 17:01:03
The government,FAVOR,EXPLICIT,752032561,2012-12-31 16:14:06
America / USA,FAVOR,EXPLICIT,752032561,2012-12-31 16:14:06
Climate change is (real | a problem),FAVOR,IMPLICIT,752032561,2012-12-31 16:14:06
Fossil fuels,AGAINST,EXPLICIT,752032561,2012-12-31 16:14:06
Scientists,FAVOR,IMPLICIT,752032561,2012-12-31 16:14:06
Politicians,AGAINST,EXPLICIT,578649225,2012-07-06 15:28:39
Republicans (GOP),AGAINST,EXPLICIT,578649225,2012-07-06 15:28:39
The government,AGAINST,IMPLICIT,754476429,2013-01-03 14:19:49
Social welfare,AGAINST,IMPLICIT,754476429,2013-01-03 14:19:49
Economy is good,AGAINST,IMPLICIT,754476429,2013-01-03 14:19:49
Jobs are (available | good),AGAINST,IMPLICIT,754476429,2013-01-03 14:19:49
Taxes are (good | fair),AGAINST,EXPLICIT,752759054,2013-01-01 18:34:20
Republicans (GOP),AGAINST,EXPLICIT,752759054,2013-01-01 18:34:20
Taxes are (good | fair),AGAINST,EXPLICIT,613625230,2012-08-08 17:41:33
Climate change is (real | a problem),FAVOR,EXPLICIT,578470393,2012-07-06 12:07:43
Fossil fuels,AGAINST,EXPLICIT,578470393,2012-07-06 12:07:43
Politicians,AGAINST,EXPLICIT,578470393,2012-07-06 12:07:43
Military,AGAINST,EXPLICIT,578470393,2012-07-06 12:07:43
Republicans (GOP),AGAINST,EXPLICIT,578470393,2012-07-06 12:07:43
The government,AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
America / USA,AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
Politicians,AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
Economy is good,AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
Food,AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
Republicans (GOP),AGAINST,EXPLICIT,752976772,2013-01-02 00:47:21
Taxes are (good | fair),AGAINST,EXPLICIT,752819129,2013-01-01 19:28:27
The government,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
America / USA,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Crime,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Politicians,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Elites,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Scientists,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Food,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Capitalism,AGAINST,EXPLICIT,775721142,2013-01-23 15:52:05
Crime,FAVOR,EXPLICIT,776437445,2013-01-24 08:37:05
Social welfare,FAVOR,EXPLICIT,776437445,2013-01-24 08:37:05
The government,FAVOR,EXPLICIT,1061182536,2013-09-27 13:11:50
The government,AGAINST,EXPLICIT,593437225,2012-07-20 18:02:37
America / USA,AGAINST,EXPLICIT,593437225,2012-07-20 18:02:37
The government,AGAINST,EXPLICIT,907307045,2013-05-24 20:19:17
Scientists,FAVOR,EXPLICIT,907307045,2013-05-24 20:19:17
Military,AGAINST,EXPLICIT,907307045,2013-05-24 20:19:17
The government,AGAINST,EXPLICIT,1060098740,2013-09-26 17:42:39
Capitalism,AGAINST,IMPLICIT,1060098740,2013-09-26 17:42:39
Vegetarians / Vegans,FAVOR,EXPLICIT,610023781,2012-08-05 00:38:33
Food,FAVOR,EXPLICIT,610023781,2012-08-05 00:38:33
The government,AGAINST,EXPLICIT,909112064,2013-05-26 15:20:11
The government,AGAINST,EXPLICIT,900237830,2013-05-17 12:02:25
Crime,AGAINST,EXPLICIT,900237830,2013-05-17 12:02:25
Taxes are (good | fair),AGAINST,EXPLICIT,900237830,2013-05-17 12:02:25
Economy is good,FAVOR,EXPLICIT,752917502,2013-01-01 23:00:22
Jobs are (available | good),FAVOR,EXPLICIT,752917502,2013-01-01 23:00:22
The government,AGAINST,EXPLICIT,884060553,2013-05-04 10:32:01
The government,AGAINST,EXPLICIT,1057283908,2013-09-24 16:39:52
Politicians,AGAINST,EXPLICIT,1057283908,2013-09-24 16:39:52
Elites,AGAINST,EXPLICIT,1057283908,2013-09-24 16:39:52
Economy is good,AGAINST,EXPLICIT,1057283908,2013-09-24 16:39:52
Capitalism,AGAINST,EXPLICIT,1057283908,2013-09-24 16:39:52
Crime,FAVOR,EXPLICIT,846682305,2013-03-30 02:21:18
The government,AGAINST,EXPLICIT,880384331,2013-04-30 13:17:09
Politicians,AGAINST,IMPLICIT,880384331,2013-04-30 13:17:09
Social welfare,FAVOR,EXPLICIT,880384331,2013-04-30 13:17:09
Elites,AGAINST,IMPLICIT,880384331,2013-04-30 13:17:09
Economy is good,AGAINST,IMPLICIT,880384331,2013-04-30 13:17:09
Jobs are (available | good),FAVOR,EXPLICIT,880384331,2013-04-30 13:17:09
The government,AGAINST,EXPLICIT,1118461020,2013-11-11 19:24:57
America / USA,AGAINST,EXPLICIT,1118461020,2013-11-11 19:24:57
Politicians,AGAINST,EXPLICIT,1118461020,2013-11-11 19:24:57
Elites,AGAINST,EXPLICIT,1118461020,2013-11-11 19:24:57
Journalists,AGAINST,EXPLICIT,731033158,2012-12-08 13:50:53
