target,stance,stance_type,comment_id,comment_date
America / USA,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
Muslims,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
The government,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
Immigration / immigrants,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
Islam,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
Terrorism,AGAINST,EXPLICIT,2014236937,2015-05-08 21:39:40
Jobs are (available | good),AGAINST,EXPLICIT,2080466555,2015-06-15 18:39:13
Liberals,AGAINST,EXPLICIT,1575975511,2014-09-05 21:50:44
Gay / LGTBQ+,FAVOR,EXPLICIT,1575975511,2014-09-05 21:50:44
Sport,FAVOR,EXPLICIT,1575975511,2014-09-05 21:50:44
Media,AGAINST,EXPLICIT,2027357346,2015-05-15 17:52:42
Journalists,AGAINST,EXPLICIT,2027357346,2015-05-15 17:52:42
Barack Obama,AGAINST,EXPLICIT,2088521445,2015-06-19 19:49:01
Barack Obama,AGAINST,EXPLICIT,1590569718,2014-09-15 22:01:53
America / USA,AGAINST,IMPLICIT,2025419156,2015-05-14 21:47:24
Politicians,AGAINST,IMPLICIT,2025419156,2015-05-14 21:47:24
Military,AGAINST,IMPLICIT,2025419156,2015-05-14 21:47:24
The government,AGAINST,IMPLICIT,2025419156,2015-05-14 21:47:24
Barack Obama,AGAINST,EXPLICIT,1581112282,2014-09-09 16:21:04
Politicians,AGAINST,EXPLICIT,1581112282,2014-09-09 16:21:04
Democrats,FAVOR,EXPLICIT,2084426858,2015-06-17 19:25:48
Barack Obama,FAVOR,EXPLICIT,2084426858,2015-06-17 19:25:48
Republicans (GOP),AGAINST,EXPLICIT,2084426858,2015-06-17 19:25:48
Democrats,AGAINST,EXPLICIT,1590506755,2014-09-15 21:17:47
America / USA,AGAINST,EXPLICIT,2126641371,2015-07-09 15:13:40
Barack Obama,AGAINST,EXPLICIT,2120126166,2015-07-06 20:29:07
The government,AGAINST,IMPLICIT,1544597995,2014-08-15 20:10:07
Christianity,FAVOR,EXPLICIT,2129192255,2015-07-10 20:08:45
Gay / LGTBQ+,AGAINST,EXPLICIT,2129192255,2015-07-10 20:08:45
Christians,FAVOR,EXPLICIT,2129192255,2015-07-10 20:08:45
The government,AGAINST,EXPLICIT,2129192255,2015-07-10 20:08:45
Diversity,AGAINST,EXPLICIT,2129192255,2015-07-10 20:08:45
Climate change is (real | a problem),AGAINST,EXPLICIT,2039424430,2015-05-22 13:57:58
Conservatives,FAVOR,EXPLICIT,1537434795,2014-08-11 14:57:35
Progressives,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Gay / LGTBQ+,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Black people,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
White people,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Muslims,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Diversity,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Islam,AGAINST,EXPLICIT,2126987542,2015-07-09 18:16:45
Christianity,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
America / USA,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Christians,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Muslims,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Diversity,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Immigration / immigrants,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Islam,AGAINST,EXPLICIT,2020248860,2015-05-12 13:41:02
Democrats,AGAINST,IMPLICIT,1560714850,2014-08-26 21:49:47
Politicians,AGAINST,IMPLICIT,1560714850,2014-08-26 21:49:47
Gay / LGTBQ+,AGAINST,EXPLICIT,2121674156,2015-07-07 16:29:50
Christianity,AGAINST,EXPLICIT,2129299782,2015-07-10 21:13:41
Gay / LGTBQ+,FAVOR,IMPLICIT,2129299782,2015-07-10 21:13:41
Christians,AGAINST,EXPLICIT,2129299782,2015-07-10 21:13:41
Black people,FAVOR,IMPLICIT,2129299782,2015-07-10 21:13:41
Jews,AGAINST,EXPLICIT,2129299782,2015-07-10 21:13:41
White people,AGAINST,EXPLICIT,2129299782,2015-07-10 21:13:41
Donald Trump,AGAINST,IMPLICIT,2151886662,2015-07-22 21:52:54
Donald Trump,AGAINST,EXPLICIT,2127219758,2015-07-09 20:17:36
Republicans (GOP),AGAINST,EXPLICIT,2127219758,2015-07-09 20:17:36
Christianity,FAVOR,EXPLICIT,1596913795,2014-09-19 20:11:52
Barack Obama,AGAINST,EXPLICIT,1596913795,2014-09-19 20:11:52
Republicans (GOP),FAVOR,IMPLICIT,1596913795,2014-09-19 20:11:52
America / USA,FAVOR,EXPLICIT,1596913795,2014-09-19 20:11:52
Christians,FAVOR,EXPLICIT,1596913795,2014-09-19 20:11:52
Conservatives,FAVOR,IMPLICIT,1596913795,2014-09-19 20:11:52
Military,FAVOR,EXPLICIT,1596913795,2014-09-19 20:11:52
Muslims,AGAINST,EXPLICIT,1596913795,2014-09-19 20:11:52
The government,AGAINST,EXPLICIT,1596913795,2014-09-19 20:11:52
Islam,AGAINST,EXPLICIT,1596913795,2014-09-19 20:11:52
Terrorism,AGAINST,EXPLICIT,1596913795,2014-09-19 20:11:52
Democrats,AGAINST,EXPLICIT,2134176180,2015-07-13 20:40:36
Media,AGAINST,EXPLICIT,2134176180,2015-07-13 20:40:36
Republicans (GOP),FAVOR,EXPLICIT,2134176180,2015-07-13 20:40:36
Journalists,AGAINST,EXPLICIT,2134176180,2015-07-13 20:40:36
Conservatives,FAVOR,EXPLICIT,2134176180,2015-07-13 20:40:36
Muslims,AGAINST,EXPLICIT,2018844566,2015-05-11 18:20:48
Democrats,AGAINST,EXPLICIT,1571046722,2014-09-02 21:53:05
Liberals,AGAINST,EXPLICIT,1571046722,2014-09-02 21:53:05
Republicans (GOP),FAVOR,EXPLICIT,1571046722,2014-09-02 21:53:05
Barack Obama,AGAINST,EXPLICIT,1571046722,2014-09-02 21:53:05
Military,FAVOR,EXPLICIT,1571046722,2014-09-02 21:53:05
Police,AGAINST,EXPLICIT,2071841898,2015-06-10 14:31:32
Democrats,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Barack Obama,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Republicans (GOP),AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
America / USA,FAVOR,IMPLICIT,2049622496,2015-05-28 14:02:45
Conservatives,FAVOR,EXPLICIT,2049622496,2015-05-28 14:02:45
Military,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Muslims,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Islam,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Terrorism,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
The government,AGAINST,EXPLICIT,2049622496,2015-05-28 14:02:45
Socialism / Communism,AGAINST,EXPLICIT,1461959227,2014-06-30 18:17:32
Media,AGAINST,EXPLICIT,1461959227,2014-06-30 18:17:32
Scientists,AGAINST,IMPLICIT,1461959227,2014-06-30 18:17:32
Journalists,AGAINST,EXPLICIT,1461959227,2014-06-30 18:17:32
Fascism / Nazism,AGAINST,IMPLICIT,1461959227,2014-06-30 18:17:32
Climate change is (real | a problem),AGAINST,IMPLICIT,1461959227,2014-06-30 18:17:32
Politicians,AGAINST,IMPLICIT,1461959227,2014-06-30 18:17:32
Elites,AGAINST,IMPLICIT,1461959227,2014-06-30 18:17:32
The government,AGAINST,EXPLICIT,1461959227,2014-06-30 18:17:32
Hillary Clinton,AGAINST,EXPLICIT,2154905177,2015-07-24 15:29:31
Black people,AGAINST,EXPLICIT,2154905177,2015-07-24 15:29:31
Diversity,AGAINST,EXPLICIT,2154905177,2015-07-24 15:29:31
Islam,AGAINST,EXPLICIT,2149597568,2015-07-21 20:03:17
Democrats,AGAINST,EXPLICIT,2102267446,2015-06-26 20:41:30
Republicans (GOP),FAVOR,EXPLICIT,2102267446,2015-06-26 20:41:30
Barack Obama,AGAINST,EXPLICIT,2083875379,2015-06-17 14:35:56
Israel,FAVOR,EXPLICIT,2153755962,2015-07-23 20:38:43
Progressives,AGAINST,EXPLICIT,2190907171,2015-08-13 16:22:19
Liberals,AGAINST,EXPLICIT,2190907171,2015-08-13 16:22:19
Abortion,AGAINST,EXPLICIT,2190907171,2015-08-13 16:22:19
Donald Trump,FAVOR,EXPLICIT,2151255396,2015-07-22 16:13:18
America / USA,AGAINST,EXPLICIT,2121424684,2015-07-07 14:12:22
The government,AGAINST,EXPLICIT,2121424684,2015-07-07 14:12:22
Climate change is (real | a problem),AGAINST,EXPLICIT,2037671808,2015-05-21 15:58:00
Scientists,AGAINST,IMPLICIT,2037671808,2015-05-21 15:58:00
Media,AGAINST,IMPLICIT,2037671808,2015-05-21 15:58:00
Republicans (GOP),FAVOR,EXPLICIT,2163491227,2015-07-29 16:45:20
America / USA,FAVOR,EXPLICIT,2163491227,2015-07-29 16:45:20
Politicians,FAVOR,EXPLICIT,2163491227,2015-07-29 16:45:20
Conservatives,FAVOR,EXPLICIT,2163491227,2015-07-29 16:45:20
Elites,AGAINST,EXPLICIT,2163491227,2015-07-29 16:45:20
Donald Trump,FAVOR,EXPLICIT,2163491227,2015-07-29 16:45:20
The government,AGAINST,EXPLICIT,2163491227,2015-07-29 16:45:20
Police,FAVOR,EXPLICIT,2153197010,2015-07-23 15:29:05
Socialism / Communism,AGAINST,EXPLICIT,2148965522,2015-07-21 15:18:52
Taxes are (good | fair),AGAINST,EXPLICIT,2148965522,2015-07-21 15:18:52
The government,AGAINST,EXPLICIT,2148965522,2015-07-21 15:18:52
Military,AGAINST,EXPLICIT,1584440537,2014-09-11 17:10:37
Muslims,FAVOR,EXPLICIT,1584440537,2014-09-11 17:10:37
Islam,FAVOR,EXPLICIT,1584440537,2014-09-11 17:10:37
Terrorism,AGAINST,IMPLICIT,1584440537,2014-09-11 17:10:37
Democrats,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Progressives,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Liberals,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Republicans (GOP),FAVOR,IMPLICIT,2194567309,2015-08-14 21:38:06
Fascism / Nazism,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Politicians,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Social welfare,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Conservatives,FAVOR,IMPLICIT,2194567309,2015-08-14 21:38:06
Black people,FAVOR,EXPLICIT,2194567309,2015-08-14 21:38:06
Elites,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
The government,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Woke,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Abortion,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Diversity,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Immigration / immigrants,AGAINST,EXPLICIT,2194567309,2015-08-14 21:38:06
Democrats,AGAINST,EXPLICIT,2161238377,2015-07-28 14:24:12
Progressives,AGAINST,EXPLICIT,2161238377,2015-07-28 14:24:12
Liberals,AGAINST,EXPLICIT,2161238377,2015-07-28 14:24:12
Black people,AGAINST,EXPLICIT,2161238377,2015-07-28 14:24:12
Abortion,AGAINST,EXPLICIT,2161238377,2015-07-28 14:24:12
Democrats,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Progressives,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Liberals,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Republicans (GOP),FAVOR,IMPLICIT,2159873161,2015-07-27 19:30:13
Politicians,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Hillary Clinton,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Conservatives,FAVOR,IMPLICIT,2159873161,2015-07-27 19:30:13
Elites,AGAINST,IMPLICIT,2159873161,2015-07-27 19:30:13
Socialism / Communism,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Democrats,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Progressives,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Liberals,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Healthcare,AGAINST,EXPLICIT,2059865746,2015-06-03 14:04:10
Economy is good,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Politicians,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Social welfare,AGAINST,EXPLICIT,2059865746,2015-06-03 14:04:10
Conservatives,FAVOR,IMPLICIT,2059865746,2015-06-03 14:04:10
The government,AGAINST,IMPLICIT,2059865746,2015-06-03 14:04:10
Immigration / immigrants,AGAINST,EXPLICIT,2059865746,2015-06-03 14:04:10
Muslims,AGAINST,EXPLICIT,2036427966,2015-05-20 21:08:19
Crime,AGAINST,EXPLICIT,2036427966,2015-05-20 21:08:19
Islam,AGAINST,EXPLICIT,2036427966,2015-05-20 21:08:19
Terrorism,AGAINST,EXPLICIT,2036427966,2015-05-20 21:08:19
America / USA,AGAINST,IMPLICIT,2088192254,2015-06-19 16:45:01
Politicians,AGAINST,IMPLICIT,2088192254,2015-06-19 16:45:01
Military,AGAINST,IMPLICIT,2088192254,2015-06-19 16:45:01
The government,AGAINST,IMPLICIT,2088192254,2015-06-19 16:45:01
Terrorism,AGAINST,IMPLICIT,2088192254,2015-06-19 16:45:01
Republicans (GOP),FAVOR,EXPLICIT,2155420293,2015-07-24 20:56:34
Conservatives,FAVOR,EXPLICIT,2155420293,2015-07-24 20:56:34
Donald Trump,FAVOR,EXPLICIT,2155420293,2015-07-24 20:56:34
Donald Trump,FAVOR,EXPLICIT,2200906337,2015-08-18 15:16:55
Immigration / immigrants,FAVOR,EXPLICIT,2200906337,2015-08-18 15:16:55
Democrats,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Progressives,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Liberals,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Barack Obama,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Taxes are (good | fair),FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Republicans (GOP),FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
America / USA,FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Politicians,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Social welfare,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Hillary Clinton,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Conservatives,FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Jobs are (available | good),FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
The government,FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Crime,FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Police,FAVOR,EXPLICIT,2124459860,2015-07-08 18:17:31
Diversity,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Immigration / immigrants,AGAINST,EXPLICIT,2124459860,2015-07-08 18:17:31
Democrats,AGAINST,EXPLICIT,2161658640,2015-07-28 18:09:16
Politicians,AGAINST,EXPLICIT,2161658640,2015-07-28 18:09:16
Black people,AGAINST,IMPLICIT,2161658640,2015-07-28 18:09:16
The government,AGAINST,EXPLICIT,2161658640,2015-07-28 18:09:16
Abortion,AGAINST,EXPLICIT,2161658640,2015-07-28 18:09:16
Diversity,AGAINST,IMPLICIT,2161658640,2015-07-28 18:09:16
Republicans (GOP),FAVOR,EXPLICIT,2186779703,2015-08-11 15:15:02
Politicians,FAVOR,EXPLICIT,2186779703,2015-08-11 15:15:02
Conservatives,FAVOR,EXPLICIT,2186779703,2015-08-11 15:15:02
Donald Trump,FAVOR,EXPLICIT,2186779703,2015-08-11 15:15:02
Socialism / Communism,AGAINST,EXPLICIT,2201432733,2015-08-18 19:51:22
Russia,AGAINST,EXPLICIT,2201432733,2015-08-18 19:51:22
Republicans (GOP),AGAINST,EXPLICIT,2093525670,2015-06-22 21:14:55
Politicians,AGAINST,EXPLICIT,2093525670,2015-06-22 21:14:55
Social welfare,AGAINST,IMPLICIT,2201643483,2015-08-18 21:47:55
Donald Trump,AGAINST,EXPLICIT,2153808296,2015-07-23 21:13:02
America / USA,AGAINST,EXPLICIT,2201249418,2015-08-18 18:12:45
The government,AGAINST,EXPLICIT,2201249418,2015-08-18 18:12:45
Gay / LGTBQ+,AGAINST,EXPLICIT,2234632773,2015-09-03 20:12:38
The government,AGAINST,EXPLICIT,2234632773,2015-09-03 20:12:38
Media,AGAINST,EXPLICIT,2243305956,2015-09-08 21:53:30
Barack Obama,AGAINST,EXPLICIT,2243305956,2015-09-08 21:53:30
Democrats,AGAINST,EXPLICIT,2200976108,2015-08-18 15:57:21
Politicians,AGAINST,EXPLICIT,2200976108,2015-08-18 15:57:21
Hillary Clinton,AGAINST,EXPLICIT,2200976108,2015-08-18 15:57:21
Crime,AGAINST,EXPLICIT,2200976108,2015-08-18 15:57:21
Barack Obama,AGAINST,EXPLICIT,2177591207,2015-08-06 13:55:58
Donald Trump,AGAINST,EXPLICIT,2187132747,2015-08-11 18:17:33
Gay / LGTBQ+,AGAINST,EXPLICIT,2265649522,2015-09-21 16:43:37
America / USA,FAVOR,EXPLICIT,2265649522,2015-09-21 16:43:37
Muslims,AGAINST,EXPLICIT,2265649522,2015-09-21 16:43:37
The government,FAVOR,EXPLICIT,2265649522,2015-09-21 16:43:37
Islam,AGAINST,EXPLICIT,2265649522,2015-09-21 16:43:37
Media,AGAINST,EXPLICIT,2198490500,2015-08-17 14:57:15
Donald Trump,FAVOR,EXPLICIT,2198490500,2015-08-17 14:57:15
The government,AGAINST,EXPLICIT,2198490500,2015-08-17 14:57:15
Terrorism,AGAINST,EXPLICIT,2198490500,2015-08-17 14:57:15
Hillary Clinton,AGAINST,EXPLICIT,2201581934,2015-08-18 21:09:31
Police,AGAINST,EXPLICIT,2153342764,2015-07-23 16:51:03
Immigration / immigrants,AGAINST,EXPLICIT,2200755742,2015-08-18 13:47:58
Economy is good,FAVOR,EXPLICIT,2200755742,2015-08-18 13:47:58
America / USA,FAVOR,EXPLICIT,2200755742,2015-08-18 13:47:58
Jobs are (available | good),FAVOR,EXPLICIT,2200755742,2015-08-18 13:47:58
Donald Trump,FAVOR,IMPLICIT,2200755742,2015-08-18 13:47:58
The government,FAVOR,EXPLICIT,2200755742,2015-08-18 13:47:58
Socialism / Communism,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Democrats,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Progressives,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Liberals,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Hillary Clinton,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Donald Trump,AGAINST,IMPLICIT,2218472030,2015-08-26 15:48:35
Joe Biden,FAVOR,IMPLICIT,2218472030,2015-08-26 15:48:35
Democrats,AGAINST,EXPLICIT,2205221377,2015-08-20 17:03:58
America / USA,FAVOR,EXPLICIT,2205221377,2015-08-20 17:03:58
Politicians,AGAINST,EXPLICIT,2205221377,2015-08-20 17:03:58
Conservatives,AGAINST,EXPLICIT,2205221377,2015-08-20 17:03:58
Elites,AGAINST,EXPLICIT,2205221377,2015-08-20 17:03:58
The government,AGAINST,EXPLICIT,2205221377,2015-08-20 17:03:58
Immigration / immigrants,FAVOR,EXPLICIT,2205221377,2015-08-20 17:03:58
Media,AGAINST,EXPLICIT,2198997292,2015-08-17 19:49:24
Journalists,AGAINST,EXPLICIT,2198997292,2015-08-17 19:49:24
Elites,AGAINST,EXPLICIT,2198997292,2015-08-17 19:49:24
Joe Biden,AGAINST,EXPLICIT,2242588967,2015-09-08 15:41:10
Democrats,AGAINST,IMPLICIT,2242588967,2015-09-08 15:41:10
Taxes are (good | fair),AGAINST,EXPLICIT,2242588967,2015-09-08 15:41:10
Elites,AGAINST,IMPLICIT,2242588967,2015-09-08 15:41:10
Christianity,AGAINST,EXPLICIT,2165688262,2015-07-30 19:03:56
Christians,AGAINST,EXPLICIT,2165688262,2015-07-30 19:03:56
Muslims,AGAINST,EXPLICIT,2279019295,2015-09-28 21:34:28
The government,AGAINST,EXPLICIT,2279019295,2015-09-28 21:34:28
Islam,AGAINST,EXPLICIT,2279019295,2015-09-28 21:34:28
Crime,FAVOR,EXPLICIT,2253122317,2015-09-14 16:29:25
Police,FAVOR,EXPLICIT,2253122317,2015-09-14 16:29:25
Barack Obama,AGAINST,EXPLICIT,2242943114,2015-09-08 18:47:22
Fascism / Nazism,AGAINST,EXPLICIT,2212679388,2015-08-24 21:49:55
Donald Trump,AGAINST,EXPLICIT,2212679388,2015-08-24 21:49:55
Democrats,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
Progressives,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
Liberals,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
Barack Obama,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
Politicians,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
The government,AGAINST,EXPLICIT,2266025589,2015-09-21 20:00:43
Terrorism,AGAINST,IMPLICIT,2266025589,2015-09-21 20:00:43
Progressives,AGAINST,EXPLICIT,2265878924,2015-09-21 18:47:39
Liberals,AGAINST,EXPLICIT,2265878924,2015-09-21 18:47:39
Muslims,AGAINST,EXPLICIT,2274229367,2015-09-25 19:54:34
Diversity,AGAINST,IMPLICIT,2274229367,2015-09-25 19:54:34
Islam,AGAINST,EXPLICIT,2274229367,2015-09-25 19:54:34
Climate change is (real | a problem),AGAINST,EXPLICIT,2282363235,2015-09-30 17:54:37
Progressives,AGAINST,EXPLICIT,2282363235,2015-09-30 17:54:37
Hillary Clinton,AGAINST,EXPLICIT,2207058565,2015-08-21 16:02:59
Republicans (GOP),AGAINST,EXPLICIT,2203775125,2015-08-19 21:14:24
Politicians,AGAINST,EXPLICIT,2203775125,2015-08-19 21:14:24
Christianity,FAVOR,EXPLICIT,2273593819,2015-09-25 13:47:23
Barack Obama,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
America / USA,FAVOR,EXPLICIT,2273593819,2015-09-25 13:47:23
Christians,FAVOR,EXPLICIT,2273593819,2015-09-25 13:47:23
Movies,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
Muslims,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
Diversity,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
Immigration / immigrants,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
Islam,AGAINST,EXPLICIT,2273593819,2015-09-25 13:47:23
Democrats,AGAINST,IMPLICIT,2245204070,2015-09-09 21:55:56
Progressives,AGAINST,IMPLICIT,2245204070,2015-09-09 21:55:56
Liberals,AGAINST,IMPLICIT,2245204070,2015-09-09 21:55:56
Media,AGAINST,EXPLICIT,2245204070,2015-09-09 21:55:56
Barack Obama,AGAINST,EXPLICIT,2245204070,2015-09-09 21:55:56
Journalists,AGAINST,EXPLICIT,2245204070,2015-09-09 21:55:56
Politicians,AGAINST,IMPLICIT,2245204070,2015-09-09 21:55:56
The government,AGAINST,EXPLICIT,2245204070,2015-09-09 21:55:56
Republicans (GOP),FAVOR,EXPLICIT,2207639117,2015-08-21 21:26:47
America / USA,FAVOR,EXPLICIT,2207639117,2015-08-21 21:26:47
Media,AGAINST,IMPLICIT,2233969247,2015-09-03 15:35:41
